0.6273122700, 0.7694401400, 0.5735217900
0.6582787600, 0.7906082850, 0.5779504150
0.6866784700, 0.8089017300, 0.5821530250
0.7119632650, 0.8245436850, 0.5862281000
0.7343393250, 0.8379011750, 0.5899227850
0.7541022600, 0.8491387650, 0.5929808900
0.7715996200, 0.8584362550, 0.5956212850
0.7867991300, 0.8668088350, 0.5983047500
0.7996119550, 0.8741938150, 0.6020513750
0.8099549100, 0.8808159200, 0.6083423200
0.8177812100, 0.8869042700, 0.6186974950
0.8230754700, 0.8926843400, 0.6347585900
0.8258296850, 0.8983745450, 0.6586152000
0.8276864600, 0.9041989050, 0.6874074050
0.8316443250, 0.9091481750, 0.7182713450
0.8406662600, 0.9125541300, 0.7491049150
0.8522663400, 0.9141317650, 0.7775074250
0.8644967700, 0.9131740500, 0.8028061950
0.8772848250, 0.9106137200, 0.8250380150
0.8909686800, 0.9074363600, 0.8454830650
0.9058917150, 0.9047686100, 0.8655437500
0.9224051550, 0.9039456050, 0.8864106550
0.9408803850, 0.9062522350, 0.9083481750
0.9617229100, 0.9134641700, 0.9337208550
0.9853606250, 0.9274268200, 0.9607340950
1.0122740700, 0.9511594800, 0.9878561600
1.0430198500, 0.9823831250, 1.0138644500
1.0783109500, 1.0211193200, 1.0375184600
1.1188390000, 1.0674674350, 1.0587184500
1.1654295000, 1.1215079300, 1.0779899500
1.2190457000, 1.1829459500, 1.0946374500
1.2808472500, 1.2521158500, 1.1085376500
1.3522285000, 1.3291908500, 1.1201178500
1.4351051000, 1.4143818000, 1.1297123000
1.5297049500, 1.5078222000, 1.1376794000
1.6361475500, 1.6060816000, 1.1444212500
1.7530097000, 1.7021095500, 1.1503502500
1.8781403000, 1.7869621000, 1.1558490000
2.0042382000, 1.8496238500, 1.1612635000
2.1217185500, 1.8753177500, 1.1669911000
2.2187807500, 1.8499912500, 1.1734309000
2.2744174000, 1.7965425500, 1.1810103000
2.2920261500, 1.7383237000, 1.1901923000
2.2775801500, 1.6913761500, 1.2011750500
2.2387209000, 1.6552455500, 1.2142017500
2.1837779500, 1.6296616500, 1.2295869500
2.1211615000, 1.6145544000, 1.2476027500
2.0588028500, 1.6075813500, 1.2686263500
2.0040850500, 1.6077885500, 1.2928049000
1.9572833000, 1.6138868500, 1.3204627500
1.9187073000, 1.6246150000, 1.3510155500
1.8887507000, 1.6386834500, 1.3838004500
1.8678933500, 1.6547434000, 1.4183318500
1.8550849000, 1.6715511500, 1.4540482000
1.8494208000, 1.6877721500, 1.4884446500
1.8500112500, 1.7019502500, 1.5192728500
1.8543423000, 1.7147182000, 1.5475876500
1.8597719500, 1.7267708500, 1.5759083500
1.8588768500, 1.7385200500, 1.6070719000
1.8544803000, 1.7499009500, 1.6448194000
1.8488683000, 1.7617643000, 1.6929295500
1.8438750000, 1.7750507500, 1.7548377500
1.8398392500, 1.7898922500, 1.8338735000
1.8371281000, 1.8058693000, 1.9313388000
1.8361234000, 1.8231032500, 2.0474756000
1.8372238000, 1.8416732000, 2.1824168000
1.8408431500, 1.8628765500, 2.3339978500
1.8471687000, 1.8881503000, 2.4959675000
1.8564168500, 1.9185183500, 2.6549158000
1.8688240500, 1.9549807000, 2.7933457000
1.8846431500, 1.9987129000, 2.8902552000
1.9041727500, 2.0498112500, 2.9229996500
1.9277097000, 2.1084379500, 2.8709581000
1.9556373500, 2.1708135500, 2.7651249000
1.9884074000, 2.2324714500, 2.6310355500
2.0265055000, 2.2881819000, 2.4927132000
2.0704761000, 2.3320134000, 2.3657665500
2.1210132000, 2.3574285500, 2.2595229000
2.1788426500, 2.3555027000, 2.1774183500
2.2448582500, 2.3396625500, 2.1229783000
2.3169812000, 2.3230910500, 2.0905136500
2.3927133000, 2.3114434500, 2.0765029000
2.4695376000, 2.3112181500, 2.0766302000
2.5443690000, 2.3266991500, 2.0873944000
2.6136709500, 2.3574545500, 2.1051646500
2.6774493500, 2.4033745500, 2.1277752000
2.7359023000, 2.4623533500, 2.1528243000
2.7892813500, 2.5320328500, 2.1790863000
2.8380184500, 2.6095128000, 2.2051498500
2.8827085500, 2.6904082500, 2.2307772500
2.9240132500, 2.7694887000, 2.2556762500
2.9627603000, 2.8438670500, 2.2799794500
2.9998692500, 2.9131727500, 2.3038274000
3.0364276000, 2.9771659500, 2.3278762000
3.0725390500, 3.0354689000, 2.3528481500
3.1083737500, 3.0876815500, 2.3795217500
3.1440565500, 3.1334679000, 2.4077130500
3.1797808500, 3.1725658500, 2.4372427500
3.2157569000, 3.2066879500, 2.4673288000
3.2522188500, 3.2377518500, 2.4962630000
3.2894457500, 3.2667701000, 2.5253876500
3.3277018000, 3.2948563000, 2.5563891000
3.3673341000, 3.3219263500, 2.5902901000
3.4086978500, 3.3488424000, 2.6283050500
3.4521720500, 3.3761270000, 2.6717691000
3.4982489500, 3.4031067000, 2.7187973000
3.5474697500, 3.4290609500, 2.7680576000
3.6004057000, 3.4527338500, 2.8179959500
3.6577605000, 3.4728515000, 2.8667444000
3.7202260500, 3.4892691500, 2.9173068000
3.7881019000, 3.5019665000, 2.9731688500
3.8617351000, 3.5108450500, 3.0385403500
3.9414465500, 3.5133842000, 3.1122691500
4.0275888500, 3.5130583000, 3.1928723000
4.1206061500, 3.5138132500, 3.2785376000
4.2209162500, 3.5195116000, 3.3678229000
4.3289580500, 3.5304698000, 3.4570603500
4.4453706500, 3.5448726500, 3.5431703500
4.5706685000, 3.5607038500, 3.6224681500
4.7055178000, 3.5770091000, 3.6929177000
4.8505657000, 3.5942423500, 3.7564479000
5.0066084500, 3.6112284500, 3.8155045500
5.1744518500, 3.6289416500, 3.8731568000
5.3549361000, 3.6485151000, 3.9286133000
5.5489993000, 3.6712142000, 3.9809592000
5.7577462000, 3.6996838000, 4.0291246000
5.9821741500, 3.7369682500, 4.0718360000
6.2235727000, 3.7877105500, 4.1076739000
6.4831376000, 3.8530048000, 4.1367948000
6.7622816500, 3.9341091000, 4.1603216000
7.0624685500, 4.0326399000, 4.1797220500
7.3849974000, 4.1505104000, 4.1970986500
7.7314057500, 4.2862583000, 4.2152238000
8.1031954000, 4.4414715000, 4.2319574000
8.5018210500, 4.6178884500, 4.2475135500
8.9283948000, 4.8174512500, 4.2634749500
9.3839077500, 5.0421927000, 4.2818026500
9.8687871500, 5.2937791500, 4.3048727500
10.3827247000, 5.5735302000, 4.3328149500
10.9241190000, 5.8821554000, 4.3655565000
11.4895805000, 6.2192645000, 4.4079034500
12.0730705000, 6.5825820000, 4.4666104500
12.6644590000, 6.9664769000, 4.5457015500
13.2594580000, 7.3601682500, 4.6508035500
13.8527275000, 7.7442939000, 4.7896685500
14.4367465000, 8.0860192500, 4.9738867500
15.0016765000, 8.3309939000, 5.2062921500
15.5342190000, 8.5136747000, 5.4867654000
16.0153080000, 8.6512728000, 5.8145821500
16.4148985000, 8.7486906000, 6.1743379000
16.8245440000, 8.8347015500, 6.5531664000
17.2444470000, 8.9072554000, 6.9620549500
17.6752235000, 8.9803746500, 7.3962879000
